 5n-lacey.09-Eng        Tebo-ICT,  license #BoJie
MTP29003     -4.4144    0.7254   90.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP29004     -4.5335    0.7559   90.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP29005     -3.9539    0.4634   90.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP29006     -4.5177    0.6998   90.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP29007     -4.2675    0.8707   90.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP29008     -4.5020    0.8218   90.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP30001     -4.1547   -0.1295  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP30002     -5.1961    0.6807  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP30003     -3.9472    0.3638  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP30004     -5.1039    0.6728  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31001     -4.9173    0.5659  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31002     -4.6607    0.6508  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31003     -4.5142    0.4508  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31004     -5.0640    0.5659  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31005     -4.9232    0.6949  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31006     -4.5965    0.6102  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31007     -4.9419    0.6004  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31008     -4.5961    0.3748  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31009     -5.2126    0.0207  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31010     -5.1604   -0.0345  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31011     -5.0354    0.6437  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31012     -4.5036    0.6508  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31013     -4.7146    0.5325  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31014     -4.7050    0.6650  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31015     -4.7000    0.7100  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31016     -4.6191    0.5512  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31017     -4.4803    0.4045  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31018     -5.1500    0.6450  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31019     -4.4335    0.3028  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP31020     -4.4378    0.1524  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP32001     -0.9212    0.6133  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP32002     -0.4429    0.7106  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP33001     -5.1720    0.0862  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP33002     -5.1630    0.1370  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP36001     -4.9733    0.6444  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP36002     -4.8278    0.6358  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP36003     -5.5992    1.2008  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP38001     -1.8199    2.3307    0.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP39001     -1.2510    0.7333  270.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP39002     -0.9282    0.5482  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP39003     -1.1562    0.7450  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP39004     -1.2350    0.6750   90.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP40001     -7.7303    1.4835  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP41001     -7.9671    1.2364  270.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP41002     -8.5089    1.5354  270.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP41003     -8.2037    1.3110  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP41004     -8.5158    1.4252  270.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP41005     -8.5118    1.4843    0.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP41006     -1.0962    0.9301    0.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP41007     -1.0962    1.0307  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP41008     -8.2839    1.7457  270.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP41009     -8.2327    1.7457  270.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP41011     -8.5087    1.5941  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP43020     -2.5266   -0.0335  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP43021     -1.5717    0.1784  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP43022     -1.5717    0.2413  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP43023     -1.5209    0.2221  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP43024     -2.0020    0.5915  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP43025     -2.1329    0.8622   90.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP43026     -1.3681    0.4961  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP43027     -1.2185    0.0138  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP44026     -2.4075    0.0827  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP44027     -2.6378    0.1929  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP46001     -0.6343    0.4862  270.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP46002     -0.6303    0.3342   90.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP46003     -0.0150    0.4728  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP46004     -0.1382    0.5256  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP46005     -0.1374    0.5917  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP46006     -0.1778    0.6313  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP46007     -0.2328    0.5996  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP46008     -0.2075    0.5311  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP46009     -0.0740    0.4500  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP47001      0.2687    0.0439  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP47002      0.2129    0.5744  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP47003      0.2667    0.5969  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP47004     -4.2933    0.6138  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP47005     -0.1197    0.2366  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP47006      0.0465    0.4409  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP47007      0.0630    0.3803  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP47008     -0.0787    0.3091  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP47009     -0.2614    0.2567  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP48002     -4.7264    0.2087  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP48006     -4.8799    0.6811  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP48007     -4.8356    0.6801  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP48008     -5.2136    0.1240  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP48009     -5.1122    0.0773  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP48010     -5.3514    0.0659  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP48011     -5.2254    0.0679  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP48012     -4.8878    0.5266  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49003     -7.6074    2.8529  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49004     -6.2126    2.6454  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49005     -7.5200    2.5671  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49006     -7.3898    2.7884  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49008     -6.6701    2.6580  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49014     -7.4319    2.7013  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49015     -6.7109    2.4567  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49016     -6.7843    2.8509  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49017     -6.8425    2.8435  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49018     -6.6287    2.6068  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49019     -6.6327    2.8056  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49022     -6.8866    2.8863  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49023     -6.6555    2.8587  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49024     -6.7409    2.6836  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49025     -6.6231    2.7430  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49027     -6.3642    2.6715  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49032     -7.5146    2.6934  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49035     -6.2173    2.7950  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49038     -6.1642    2.9100  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49040     -6.3189    2.7069  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49041     -7.5928    2.4724  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49042     -6.3689    2.3760  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49044     -7.1007    2.4606  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49045     -6.9937    2.7584  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49046     -6.4629    2.4921  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49047     -6.3890    2.7234  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49048     -6.6909    2.8041  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49049     -6.5256    2.8740  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP49051     -6.5768    2.8740  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP54001     -4.8153    2.7797    0.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP54002     -5.2112    2.4549    0.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP54003     -5.0957    2.6892  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP54004     -5.1063    2.7478  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP54005     -4.9333    2.6535  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP54006     -4.7844    2.6161  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP54007     -4.7077    2.6545  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP54008     -4.7244    2.6211  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP54009     -1.8878    1.4850  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP54010     -5.1482    2.7856    0.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP56003     -1.5256    1.3543  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP56004     -1.8711    1.0807    0.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP58004     -6.0797    1.3995  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP58005     -6.1575    0.9921  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP58008     -4.8248    0.9142  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP58010     -5.6949    1.0914  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP61001     -2.0158    1.8110  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP61002     -1.7781    1.5288  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP62001     -7.4803    1.7879   90.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP62003     -6.1893    2.4778   90.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP63001     -6.6693    1.1782  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP64001     -6.1538    2.4322  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP64004     -7.5961    1.9119  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP64005     -5.2628    0.1890  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP64006     -0.9272    0.7185   90.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP65001     -5.7937    2.5787  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP65002     -5.6083    2.5413  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP65003     -0.9753    0.2955  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP65006     -6.2974    0.2797  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP70003     -5.2815    1.3099  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP70004     -5.3327    1.3099  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP70005     -3.8394    0.8272  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP70006     -3.2153    0.8159  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP70007     -2.4065   -0.0345  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP70008     -1.7829    1.0526  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP72001     -7.9411    2.8996  270.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP72003     -7.9667    2.6673    0.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP72004     -5.4394    2.8053  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP72005     -5.4608    2.6196  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP72006     -5.4697    2.7638  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP72007     -5.4667    2.6742  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP72008     -5.5143    2.7916  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP72009     -7.9616    2.6083   90.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP76001     -5.3799    1.8473  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP76003     -4.1772    0.9724    0.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP76004     -2.7480    1.6312  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP76005     -4.7843    1.9044  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP76006     -3.7283    1.3159  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP76007     -2.6447    1.5678  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP76010     -3.0310    2.2196  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP76011     -3.7875    2.4778  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP76012     -2.7205    1.0896  180.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTP_BF28001   -3.9754    0.4161    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF28002   -4.0482   -0.0896  270.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF28003   -4.7816    0.8003  270.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF28004   -4.9439    0.7529  270.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF28005   -4.2421    0.7390    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF45001   -8.3809    2.3957  180.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF45002   -8.4333    2.5237   90.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF45003   -8.4845    2.5237   90.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF45004   -8.4596    2.3986  180.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF45005   -8.5010    2.4577  180.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF47001    0.1533    0.7072   90.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF47002    0.3902   -0.1000  180.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF47003    0.3902   -0.0409  180.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF47004    0.3902    0.0181  180.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF47005    0.3902    0.0772  180.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF47006   -0.1419    0.7072   90.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF47007    0.0943    0.6452   90.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF47008    0.0352    0.6452   90.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF47009   -0.0238    0.6452   90.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF47010   -0.0829    0.6452   90.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF47011    0.1578    0.6453    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF47012    0.3391    0.1382  180.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF50001   -5.8384    0.0399    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF50002   -6.1659   -0.0390    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF50003   -6.0990   -0.0291    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF56001   -0.6516    0.6181  180.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF56002   -1.5229    1.1931  180.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF69014   -0.9006    0.1762    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF70001   -7.1998    1.0244    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF70002   -7.1998    0.9654    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF70003   -7.1998    0.7882    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF70004   -7.1998    0.8472    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF70005   -7.1998    0.7291    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF70006   -7.1998    0.9063    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF70007   -7.2589    0.7882    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF70008   -7.2589    0.7291    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF70009   -7.2589    0.8472    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF70010   -7.2589    0.9063    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF70011   -7.2589    0.9654    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF70012   -7.2589    1.0244    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF70015   -4.7441    0.3417  270.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF76004   -4.9685    1.8729  180.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF76005   -3.6171    0.8268    0.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF76006   -5.3793    1.7923  180.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTP_BF76007   -3.9616    0.5807  180.0  AA   (B)  'SP_MTP0P8MM_B', 'SP_MTP0P8MM_B'
MTTP22003    -2.6224    2.2153  270.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTTP22004    -3.7726    1.3573   90.0  AA   (T)  'SP_TP_SMDP58MM', 'SP_TP_SMDP58MM'
MTTP22008    -2.4911    2.1778  270.0  AA   (B)  'SP_TP_SMDP58MM_B', 'SP_TP_SMDP58MM_B'
MTTP22010    -1.7100    1.4650    0.0  AA   (T)  'SP_TP_SMDP58MM', 'SP_TP_SMDP58MM'
